id,level_0,level_1,level_2,level_3,level_4,level_5,segment_name
40011196,Aidata,Real estate,Estate type,Urban estate,-,-,StPetersburg Flats
50000061,Aidata,Real estate,Estate type,Urban estate,-,-,Townhouse
50000060,Aidata,Real estate,Estate type,Urban estate,-,-,Flats (secondary)
50000059,Aidata,Real estate,Estate type,Urban estate,-,-,Flats (primary)
50000063,Aidata,Real estate,Estate type,Urban estate,-,-,Garages
50000066,Aidata,Real estate,Estate type,Country estate,-,-,Lots
50000065,Aidata,Real estate,Estate type,Country estate,-,-,Cottages
90104026,Aidata,Business,Goods and services for business,Business services,-,-,Interested in internet advertising
90104023,Aidata,Business,Goods and services for business,Business services,-,-,Interested in brand management
30020010,Aidata,Business,Goods and services for business,Business services,-,-,Legal
40010068,Aidata,Business,Goods and services for business,Business services,-,-,SEO
40010041,Aidata,Business,Goods and services for business,Business services,-,-,"Cargo, mail, logistics"
90104025,Aidata,Business,Goods and services for business,Business services,-,-,Interested in consulting services
90104027,Aidata,Business,Goods and services for business,Business services,-,-,Interested in printing services
90104024,Aidata,Business,Goods and services for business,Business services,-,-,Interested in public procurement and tenders
40014417,Aidata,Hobbies,Pets,Dogs,-,-,Puppies
40014418,Aidata,Hobbies,Pets,Dogs,-,-,Dog breeds
40015597,Aidata,Hobbies,Pets,Dogs,-,-,Want to buy a dog
40010418,Aidata,Hobbies,Pets,Dogs,-,-,Small dogs
40015375,Aidata,Hobbies,Pets,Pets goods,-,-,Dog food
40014414,Aidata,Hobbies,Pets,Cats,-,-,Kittens
40014441,Aidata,Hobbies,Pets,Cats,-,-,Cats breeds
40014467,Aidata,Health,Pharmacology,Cough and cold,-,-,Cough and cold (last 7 days)
40010169,Aidata,Health,Pharmacology,"Medical equipment and devices, products of medical appointment",-,-,Tonometers
40010104,Aidata,Health,Pharmacology,"Medical equipment and devices, products of medical appointment",-,-,Irrigators
40015205,Aidata,Health,Health medicine services,Optics and accessories,-,-,Сontact lenses
40014401,Aidata,Health,Health medicine services,Optics and accessories,-,-,Glasses and frames
30030001,Aidata,Transport,Auto owners,Auto products buyers,-,-,Auto parts and accessories
40010211,Aidata,Transport,Auto owners,Brand auto owners,-,-,Mini owners
40010192,Aidata,Transport,Auto owners,Brand auto owners,-,-,Hummer owners
40010175,Aidata,Transport,Auto owners,Brand auto owners,-,-,Dodge owners
40010215,Aidata,Transport,Auto owners,Brand auto owners,-,-,Pontiac owners
40010197,Aidata,Transport,Auto owners,Brand auto owners,-,-,Jeep owners
40010194,Aidata,Transport,Auto owners,Brand auto owners,-,-,Infiniti owners
40010205,Aidata,Transport,Auto owners,Brand auto owners,-,-,Mazda owners
40010150,Aidata,Transport,Auto owners,Brand auto owners,-,-,Cadillac owners
40010201,Aidata,Transport,Auto owners,Brand auto owners,-,-,Landrover owners
40010174,Aidata,Transport,Auto owners,Brand auto owners,-,-,Citroen owners
40010220,Aidata,Transport,Auto owners,Brand auto owners,-,-,Seat owners
40010229,Aidata,Transport,Auto owners,Brand auto owners,-,-,Volkswagen owners
40010218,Aidata,Transport,Auto owners,Brand auto owners,-,-,Rolls-Royce owners
40010168,Aidata,Transport,Auto owners,Brand auto owners,-,-,Chevrolet owners
40010203,Aidata,Transport,Auto owners,Brand auto owners,-,-,Lincoln owners
40010147,Aidata,Transport,Auto owners,Brand auto owners,-,-,Bentley owners
40010209,Aidata,Transport,Auto owners,Brand auto owners,-,-,Mercedes owners
40015622,Aidata,Transport,Auto owners,Brand auto owners,-,-,Lifan owners
40010227,Aidata,Transport,Auto owners,Brand auto owners,-,-,Vauxhall owners
40010231,Aidata,Transport,Auto owners,Brand auto owners,-,-,ZAZ owners
40010226,Aidata,Transport,Auto owners,Brand auto owners,-,-,UAZ owners
40010221,Aidata,Transport,Auto owners,Brand auto owners,-,-,Scion owners
40010230,Aidata,Transport,Auto owners,Brand auto owners,-,-,Volvo owners
40010214,Aidata,Transport,Auto owners,Brand auto owners,-,-,Peugeot owners
40010198,Aidata,Transport,Auto owners,Brand auto owners,-,-,KAMAZ owners
40010199,Aidata,Transport,Auto owners,Brand auto owners,-,-,Kia owners
40010225,Aidata,Transport,Auto owners,Brand auto owners,-,-,Toyota owners
40010219,Aidata,Transport,Auto owners,Brand auto owners,-,-,Saab owners
40010222,Aidata,Transport,Auto owners,Brand auto owners,-,-,SsangYoung owners
40010189,Aidata,Transport,Auto owners,Brand auto owners,-,-,GMC owners
40010216,Aidata,Transport,Auto owners,Brand auto owners,-,-,Porsche owners
40010200,Aidata,Transport,Auto owners,Brand auto owners,-,-,Lamborghini owners
40010224,Aidata,Transport,Auto owners,Brand auto owners,-,-,Suzuki owners
40010186,Aidata,Transport,Auto owners,Brand auto owners,-,-,Fiat owners
40010191,Aidata,Transport,Auto owners,Brand auto owners,-,-,Honda owners
40010195,Aidata,Transport,Auto owners,Brand auto owners,-,-,Isuzu owners
40010632,Aidata,Transport,Auto owners,Brand auto owners,-,-,Skoda owners
40010213,Aidata,Transport,Auto owners,Brand auto owners,-,-,Nissan owners
40010173,Aidata,Transport,Auto owners,Brand auto owners,-,-,Chrysler owners
40010145,Aidata,Transport,Auto owners,Brand auto owners,-,-,Acura owners
40010148,Aidata,Transport,Auto owners,Brand auto owners,-,-,BMW owners
40010204,Aidata,Transport,Auto owners,Brand auto owners,-,-,Maserati owners
40010212,Aidata,Transport,Auto owners,Brand auto owners,-,-,Mitsubishi owners
40010187,Aidata,Transport,Auto owners,Brand auto owners,-,-,Ford owners
40010193,Aidata,Transport,Auto owners,Brand auto owners,-,-,Hyundai owners
40010223,Aidata,Transport,Auto owners,Brand auto owners,-,-,Subaru owners
40010185,Aidata,Transport,Auto owners,Brand auto owners,-,-,Ferrari owners
40010188,Aidata,Transport,Auto owners,Brand auto owners,-,-,Gaz owners
40010149,Aidata,Transport,Auto owners,Brand auto owners,-,-,Buick owners
40015605,Aidata,Transport,Auto owners,Brand auto owners,-,-,Auto LCV owners
40010228,Aidata,Transport,Auto owners,Brand auto owners,-,-,VAZ owners
40010190,Aidata,Transport,Auto owners,Brand auto owners,-,-,Daewoo owners
40010217,Aidata,Transport,Auto owners,Brand auto owners,-,-,Renault owners
40010210,Aidata,Transport,Auto owners,Brand auto owners,-,-,Opel owners
40010196,Aidata,Transport,Auto owners,Brand auto owners,-,-,Jaguar owners
40010019,Aidata,Transport,Auto owners,Brand auto owners,-,-,Auto premium forums
40010146,Aidata,Transport,Auto owners,Brand auto owners,-,-,Audi owners
40010202,Aidata,Transport,Auto owners,Brand auto owners,-,-,Lexus owners
50000111,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Kia
50000127,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Rolls-Royce
40014522,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Datsun
40010178,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Seat
50000126,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Renault
50000118,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Mercedes-Benz
50000114,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Lexus
50000089,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Bentley
40015108,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Geely
50000100,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,GAZ
40010633,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Skoda
50000138,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Volkswagen
50000101,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,GMC
50000119,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Opel
50000098,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Fiat
50000125,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Porsche
50000104,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Hummer
40015105,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Lifan
50000109,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Jeep
50000091,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Buick
50000094,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Chrysler
50000110,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,KAMAZ
50000128,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Saab
50000116,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Maserati
50000135,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,UAZ
50000092,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Cadillac
50000134,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Toyota
50000117,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Mazda
50000102,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,GM-Daewoo
50000106,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Infiniti
50000096,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Dodge
50000123,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Peugeot
50000132,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Subaru
50000097,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Ferrari
50000108,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Jaguar
50000107,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Isuzu
50000131,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,SsangYoung
50000124,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Pontiac
50000130,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Scion
50000137,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,VAZ
50000088,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Audi
50000103,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Honda
50000121,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Mitsubishi
50000087,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Acura
50000133,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Suzuki
50000139,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Volvo
50000140,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,ZAZ
50000122,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Nissan
50000115,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Lincoln
40015107,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Chery
40015106,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Ravon
50000095,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Citroen
50000090,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,BMW
50000120,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Mini
50000093,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Chevrolet
50000113,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Landrover
50000105,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Hyundai
50000112,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Lamborghini
50000136,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Vauxhall
50000099,Aidata,Transport,Auto buyers and fans,Brand auto buyers,-,-,Ford
40010413,Aidata,Transport,Auto buyers and fans,Other auto buyers,-,-,New cars
40010412,Aidata,Transport,Auto buyers and fans,Other auto buyers,-,-,Used cars
50000086,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,Trucks and special machinery
50000078,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,B city cars
50000081,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,E business class cars
50000083,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,S sport cars
50000082,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,F luxury cars
40014912,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,Commercial cars
90101080,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,Hybrids
50000085,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,J off-road cars
90101081,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,Convertibles
50000080,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,D larger cars
50000084,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,M multi purpose cars
50000079,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,"C medium cars, universal"
50000077,Aidata,Transport,Auto buyers and fans,Class auto buyers,-,-,"A mini cars, economic"
90111011,Aidata,Food and drink,"Gourmets, cuisine fans",-,-,-,Mexican cuisine
90111015,Aidata,Food and drink,"Gourmets, cuisine fans",-,-,-,Asian cuisine
90111014,Aidata,Food and drink,"Gourmets, cuisine fans",-,-,-,Vegetarian cuisine
90111012,Aidata,Food and drink,"Gourmets, cuisine fans",-,-,-,Vegan cuisine
90111016,Aidata,Food and drink,"Gourmets, cuisine fans",-,-,-,Indian cuisine
90111010,Aidata,Food and drink,"Gourmets, cuisine fans",-,-,-,French cuisine
90111013,Aidata,Food and drink,"Gourmets, cuisine fans",-,-,-,American cuisine
90111008,Aidata,Food and drink,Restaurants,-,-,-,Interested in food delivery
40010247,Aidata,Food and drink,Restaurants,-,-,-,Health and vegan restaurants
40010245,Aidata,Food and drink,Restaurants,-,-,-,Bier and grill restaurants
40010248,Aidata,Food and drink,Restaurants,-,-,-,Coffee houses and dessert cafes
40010246,Aidata,Food and drink,Restaurants,-,-,-,Asian restaurants
40010249,Aidata,Food and drink,Restaurants,-,-,-,Italian restaurants
90111027,Aidata,Food and drink,Nutritional foods,-,-,-,Snacks
90111018,Aidata,Food and drink,Nutritional foods,-,-,-,Beverages
40014963,Aidata,Food and drink,Nutritional foods,-,-,-,Fast food
40010312,Aidata,Food and drink,Nutritional foods,-,-,-,Children`s food
90111029,Aidata,Food and drink,Nutritional foods,-,-,-,Special food (diet restrictions)
10060001,Aidata,Family and parenting,Family status,-,-,-,Singles
40010020,Aidata,Family and parenting,Family status,-,-,-,Have children
90114005,Aidata,Family and parenting,Family status,-,-,-,Newly-married
90114004,Aidata,Family and parenting,Family status,-,-,-,Married
90114007,Aidata,Family and parenting,Parenting children,-,-,-,Pregnancy planning
40014626,Aidata,Family and parenting,Parenting children,-,-,-,Babies_0-1 years
90114008,Aidata,Family and parenting,Parenting children,-,-,-,Expecting mothers
20010019,Aidata,Family and parenting,Parenting children,-,-,-,Children goods
90114011,Aidata,Family and parenting,Parenting children,-,-,-,Teenager
40010284,Aidata,Family and parenting,Parenting children,-,-,-,"Preschool, school"
40014766,Aidata,Family and parenting,Parenting children,-,-,-,Chidren 3-6 years old
40014990,Aidata,Family and parenting,Parenting children,-,-,-,Babies_1-3_years
40010101,Aidata,Family and parenting,Parenting children,-,-,-,Babies 0-4
89000212,Aidata,Family and parenting,Parenting children,-,-,-,Parents of graduates and applicants
40010923,Aidata,Entertainment,Music,-,-,-,Indie music
90110047,Aidata,Entertainment,Music,-,-,-,Online radio listeners
40010919,Aidata,Entertainment,Music,-,-,-,Dance music
40010922,Aidata,Entertainment,Music,-,-,-,Rnb music
40010921,Aidata,Entertainment,Music,-,-,-,Pop music
40010920,Aidata,Entertainment,Music,-,-,-,Classical music
40010917,Aidata,Entertainment,Music,-,-,-,Rock music
40010918,Aidata,Entertainment,Music,-,-,-,Rap and hiphop music
40010395,Aidata,Entertainment,TV viewers,-,-,-,Charged TV
40014391,Aidata,Entertainment,TV viewers,-,-,-,Music TV
40010289,Aidata,Entertainment,Movies,-,-,-,Comedy
40015094,Aidata,Entertainment,Movies,-,-,-,Science fiction
40015091,Aidata,Entertainment,Movies,-,-,-,Adventure
90110031,Aidata,Entertainment,Movies,-,-,-,Movie festivals & award shows
40015093,Aidata,Entertainment,Movies,-,-,-,Fantasy
40015090,Aidata,Entertainment,Movies,-,-,-,Crime
40015092,Aidata,Entertainment,Movies,-,-,-,Mystery
40015089,Aidata,Entertainment,Movies,-,-,-,Thriller
90110028,Aidata,Entertainment,Movies,-,-,-,Westerns (movies)
90110026,Aidata,Entertainment,Movies,-,-,-,Horror movies
90110023,Aidata,Entertainment,Movies,-,-,-,Superhero movies
90110022,Aidata,Entertainment,Movies,-,-,-,Classic movies
90110029,Aidata,Entertainment,Movies,-,-,-,Family movies
40010345,Aidata,Entertainment,Movies,-,-,-,Arthouse
90110021,Aidata,Entertainment,Movies,-,-,-,Sports
90110030,Aidata,Entertainment,Movies,-,-,-,Movie reviews
90110025,Aidata,Entertainment,Movies,-,-,-,Anime movies
40010288,Aidata,Entertainment,Movies,-,-,-,Action
90110027,Aidata,Entertainment,Movies,-,-,-,Music & musicals movies
40010292,Aidata,Entertainment,Movies,-,-,-,Romance
40010291,Aidata,Entertainment,Movies,-,-,-,Horror
40010290,Aidata,Entertainment,Movies,-,-,-,Drama
90110054,Aidata,Entertainment,Gaming,-,-,-,Online games
40010054,Aidata,Entertainment,Gaming,-,-,-,Gambling players
90110105,Aidata,Entertainment,"Preparing for the holiday - cards, greetings, toasts, gifts",-,-,-,Celebrations organizers
90110050,Aidata,Entertainment,Events,-,-,-,Music festivals
90110089,Aidata,Entertainment,Events,-,-,-,Cinema
40010055,Aidata,Entertainment,Events,-,-,-,Concerts
40010254,Aidata,Technology and electronics,Brand electronics,-,-,-,Android
90113045,Aidata,Technology and electronics,Brand electronics,-,-,-,Other
40010253,Aidata,Technology and electronics,Brand electronics,-,-,-,Apple
40010260,Aidata,Technology and electronics,TV and video ,-,-,-,HDTV
90113051,Aidata,Technology and electronics,TV and video ,-,-,-,Televisions
90113052,Aidata,Technology and electronics,TV and video ,-,-,-,Dvd player
90113053,Aidata,Technology and electronics,TV and video ,-,-,-,Projectors
90113014,Aidata,Technology and electronics,Computers,-,-,-,Advanced computer users
90113023,Aidata,Technology and electronics,Computers,-,-,-,Laptops
90113019,Aidata,Technology and electronics,Computers,-,-,-,Computer accessories
90000003,Aidata,Technology and electronics,Computers,-,-,-,Computer software
90113017,Aidata,Technology and electronics,Computers,-,-,-,Readers of the news of the IT field
30020004,Aidata,Technology and electronics,Computers,-,-,-,Computers services
90113024,Aidata,Technology and electronics,Computers,-,-,-,Desktops
90113015,Aidata,Technology and electronics,Computers,-,-,-,Members of the IT communities
90113018,Aidata,Technology and electronics,Computers,-,-,-,Computer hardware
90113016,Aidata,Technology and electronics,Computers,-,-,-,Computer specialists
90113057,Aidata,Technology and electronics,Household appliances,-,-,-,Large household appliances buyers
90113058,Aidata,Technology and electronics,Household appliances,-,-,-,Small kitchen appliances buyers
40010259,Aidata,Technology and electronics,Mobile goods,-,-,-,"GPS, navigators"
90113036,Aidata,Technology and electronics,Mobile goods,-,-,-,Mobile applications
40010258,Aidata,Technology and electronics,Mobile goods,-,-,-,Mobile phones
40010262,Aidata,Technology and electronics,Mobile goods,-,-,-,Tablets and e-readers
90113035,Aidata,Technology and electronics,Mobile goods,-,-,-,Mobile accessories
40010257,Aidata,Technology and electronics,Mobile goods,-,-,-,Gadgets
90109037,Aidata,Sports and recreation,Sporting goods,-,-,-,Sportswear
40014876,Aidata,Sports and recreation,Basketball,-,-,-,Basketball players
90109004,Aidata,Sports and recreation,Diet and fitness,-,-,-,Fitness clubs visitors
40014768,Aidata,Sports and recreation,Diet and fitness,-,-,-,Swimming pools visitors
40010177,Aidata,Sports and recreation,Diet and fitness,-,-,-,Yoga and pilates
90109002,Aidata,Sports and recreation,Diet and fitness,-,-,-,Weight management
90109040,Aidata,Sports and recreation,Diet and fitness,-,-,-,Bodybuilders
90109012,Aidata,Sports and recreation,Water sports,-,-,-,Kayaking
90109013,Aidata,Sports and recreation,Water sports,-,-,-,Scuba diving
90109015,Aidata,Sports and recreation,Water sports,-,-,-,Boats & boating
90109014,Aidata,Sports and recreation,Water sports,-,-,-,Surfing
90109011,Aidata,Sports and recreation,Water sports,-,-,-,Swimming
90109007,Aidata,Sports and recreation,Winter sports,-,-,-,Skiing
90109009,Aidata,Sports and recreation,Winter sports,-,-,-,Ice skating
90109006,Aidata,Sports and recreation,Winter sports,-,-,-,Snowboarding
40010183,Aidata,Sports and recreation,Winter sports,-,-,-,Hockey
40015359,Aidata,Beauty and fashion,Beauty care,-,-,-,Cosmetology
40010306,Aidata,Beauty and fashion,Beauty care,-,-,-,Fragrances
90108010,Aidata,Beauty and fashion,Beauty care,-,-,-,Beauty salons and hair salons visitors
90108011,Aidata,Beauty and fashion,Beauty care,-,-,-,Interested in cosmetology
40010309,Aidata,Beauty and fashion,Beauty care,-,-,-,Skin care
40010308,Aidata,Beauty and fashion,Beauty care,-,-,-,Hair care
90108009,Aidata,Beauty and fashion,Beauty care,-,-,-,Self-care at home
90108007,Aidata,Beauty and fashion,Beauty care,-,-,-,Nails care
20010023,Aidata,Beauty and fashion,Fashion,-,-,-,Jewelry and watches
40010299,Aidata,Beauty and fashion,Fashion,-,-,-,Accessories
90108015,Aidata,Beauty and fashion,Fashion,-,-,-,Children`s clothing
90108020,Aidata,Beauty and fashion,Fashion,-,-,-,Buyers of leather and fur
40010623,Aidata,Beauty and fashion,Fashion,-,-,-,Fashion (big sizes)
40010302,Aidata,Beauty and fashion,Fashion,-,-,-,Men fashion
20010022,Aidata,Beauty and fashion,Fashion,-,-,-,"Fashion, high-end brand bayer, fashion designers"
40010300,Aidata,Beauty and fashion,Fashion,-,-,-,Shoes
40014544,Aidata,Beauty and fashion,Fashion,-,-,-,Fashion (active buyers)
40010301,Aidata,Beauty and fashion,Fashion,-,-,-,Women fashion
40010323,Aidata,Occupation and career,Occupation area,-,-,-,Marketing and advertising
40010319,Aidata,Occupation and career,Occupation area,-,-,-,Legal services
40010402,Aidata,Occupation and career,Occupation area,-,-,-,Financial analytics
40010341,Aidata,Occupation and career,Occupation area,-,-,-,Media and communication
40010329,Aidata,Occupation and career,Occupation area,-,-,-,Engineering and architecture
40010326,Aidata,Occupation and career,Occupation area,-,-,-,"Education, training and library"
40010324,Aidata,Occupation and career,Occupation area,-,-,-,Accounting and finance
40010332,Aidata,Occupation and career,Occupation area,-,-,-,Human resources
40010337,Aidata,Occupation and career,Occupation area,-,-,-,Construction
40014455,Aidata,Occupation and career,Occupation area,-,-,-,Career_Legal and accounting services
90000002,Aidata,Occupation and career,Occupation area,-,-,-,Health professionals
40014819,Aidata,Occupation and career,Occupation area,-,-,-,Career_Conference and event planners
40014398,Aidata,Occupation and career,Occupation area,-,-,-,Career_Marketing
40015212,Aidata,Occupation and career,Occupation area,-,-,-,Career_IT_analysts
40015098,Aidata,Occupation and career,Occupation area,-,-,-,Career_Mining_Extraction
40015044,Aidata,Occupation and career,Occupation area,-,-,-,Career_Transport_ sale
40015042,Aidata,Occupation and career,Occupation area,-,-,-,Career_Microbusiness
40015007,Aidata,Occupation and career,Occupation area,-,-,-,Career_Advertising and marketing professionals
40014818,Aidata,Occupation and career,Occupation area,-,-,-,Career_Events
40014764,Aidata,Occupation and career,Occupation area,-,-,-,Career_Beauty
40010327,Aidata,Occupation and career,Occupation area,-,-,-,Transportation and logistics
40015004,Aidata,Occupation and career,Occupation area,-,-,-,Career_Sales and marketing managers
40010331,Aidata,Occupation and career,Occupation area,-,-,-,Management and business
40015099,Aidata,Occupation and career,Occupation area,-,-,-,Career_Bank tellers and related clerks
40014454,Aidata,Occupation and career,Occupation area,-,-,-,Career_Retail
40010320,Aidata,Occupation and career,Occupation area,-,-,-,IT professionals
40014337,Aidata,Occupation and career,Occupation area,-,-,-,Career_Production
40014465,Aidata,Occupation and career,Occupation area,-,-,-,Career_Education
40014456,Aidata,Occupation and career,Occupation area,-,-,-,Career_Finance and Insurance
40014460,Aidata,Occupation and career,Occupation area,-,-,-,Career_Tourizm
40014462,Aidata,Occupation and career,Occupation area,-,-,-,Career_Administration and office service
40014448,Aidata,Occupation and career,Occupation area,-,-,-,Career_Information and communication
40010044,Aidata,Occupation and career,Occupation area,-,-,-,Web-design
40014466,Aidata,Occupation and career,Occupation area,-,-,-,Career_Human resourses
40014464,Aidata,Occupation and career,Occupation area,-,-,-,Career_IT
40014451,Aidata,Occupation and career,Occupation area,-,-,-,Career_Movies and TV
40014459,Aidata,Occupation and career,Occupation area,-,-,-,Career_Utility and building services
40014463,Aidata,Occupation and career,Occupation area,-,-,-,Career_Security
40014461,Aidata,Occupation and career,Occupation area,-,-,-,Career_Food services and production
40010321,Aidata,Occupation and career,Occupation area,-,-,-,Agriculture and farming
90115021,Aidata,Occupation and career,Occupation area,-,-,-,Specialists in SEO
40010322,Aidata,Occupation and career,Occupation area,-,-,-,Military and government
40014450,Aidata,Occupation and career,Occupation area,-,-,-,"Career_Transport_ sale, repair and production"
40014452,Aidata,Occupation and career,Occupation area,-,-,-,Career_Social and personal service
40010333,Aidata,Occupation and career,Occupation area,-,-,-,Manufacturing and production
40014449,Aidata,Occupation and career,Occupation area,-,-,-,Career_Wholesale
40014373,Aidata,Occupation and career,Occupation area,-,-,-,Career_Business_service
40014457,Aidata,Occupation and career,Occupation area,-,-,-,Career_Construction and repair
40014458,Aidata,Occupation and career,Occupation area,-,-,-,Career_Transportation and logistics
90115027,Aidata,Occupation and career,Seeking employment,-,-,-,Studying information about career and employment
90115026,Aidata,Occupation and career,Seeking employment,-,-,-,Interested in earning money on the internet
40010789,Aidata,Occupation and career,Seeking employment,-,-,-,Top-managers vacancies
89000028,Aidata,Socdem,Male,-,-,-,Male age 17-21
89000021,Aidata,Socdem,Male,-,-,-,Male age 30-34
89000022,Aidata,Socdem,Male,-,-,-,Male age 45-49
89000027,Aidata,Socdem,Male,-,-,-,Male age 35-39
89000024,Aidata,Socdem,Male,-,-,-,Male age 40-44
89000026,Aidata,Socdem,Male,-,-,-,Male age 50-54
89000030,Aidata,Socdem,Male,-,-,-,Male age 12-16
89000023,Aidata,Socdem,Male,-,-,-,Male age 25-29
89000025,Aidata,Socdem,Male,-,-,-,Male age 55-59
89000029,Aidata,Socdem,Male,-,-,-,Male age 22-24
85000115,Aidata,Socdem,Age,-,-,-,Age 25-29
85000112,Aidata,Socdem,Age,-,-,-,Age 12-16
85000120,Aidata,Socdem,Age,-,-,-,Age 50-54
85000119,Aidata,Socdem,Age,-,-,-,Age 45-49
85000117,Aidata,Socdem,Age,-,-,-,Age 35-39
85000116,Aidata,Socdem,Age,-,-,-,Age 30-34
85000118,Aidata,Socdem,Age,-,-,-,Age 40-44
85000121,Aidata,Socdem,Age,-,-,-,Age 55-59
85000113,Aidata,Socdem,Age,-,-,-,Age 17-21
85000114,Aidata,Socdem,Age,-,-,-,Age 22-24
89000040,Aidata,Socdem,Female,-,-,-,Female age 12-16
89000034,Aidata,Socdem,Female,-,-,-,Female age 40-44
89000032,Aidata,Socdem,Female,-,-,-,Female age 45-49
89000037,Aidata,Socdem,Female,-,-,-,Female age 35-39
89000038,Aidata,Socdem,Female,-,-,-,Female age 17-21
89000031,Aidata,Socdem,Female,-,-,-,Female age 30-34
89000035,Aidata,Socdem,Female,-,-,-,Female age 55-59
89000036,Aidata,Socdem,Female,-,-,-,Female age 50-54
89000039,Aidata,Socdem,Female,-,-,-,Female age 22-24
89000033,Aidata,Socdem,Female,-,-,-,Female age 25-29
40010297,Aidata,Travel,Location (city/state/country),-,-,-,Latin America
40010179,Aidata,Travel,Location (city/state/country),-,-,-,Africa
40010294,Aidata,Travel,Location (city/state/country),-,-,-,North America
40010298,Aidata,Travel,Location (city/state/country),-,-,-,Australia
40010123,Aidata,Travel,Location (city/state/country),-,-,-,Russia
40010180,Aidata,Travel,Location (city/state/country),-,-,-,Europe
